,index,neg,neu,pos,compound,Ticker
0,,0.07111820413889863,0.8528481234654508,0.07602560505085935,0.08940375306909856,2001/1
0,,0.07261357395056886,0.8502836406433896,0.07710160847391136,0.08676461357395057,2001/2
0,,0.07565400843881856,0.8521898734177215,0.07215928270042195,0.05202795358649788,2001/3
0,,0.07664516129032259,0.8482258064516128,0.07511385199240986,0.06039055028462998,2001/4
0,,0.07464567669172932,0.8514432957393484,0.07390914786967419,0.030799718045112785,2001/5
0,,0.07425204315135665,0.8570062111801243,0.06874599542334095,0.003602713305001633,2001/6
0,,0.0724965706447188,0.8526748971193414,0.07483847736625514,0.0521167695473251,2001/7
0,,0.07315640938456307,0.8547154029241754,0.0717837470248215,0.020350731043862626,2001/8
0,,0.11215422721268165,0.8168352047556141,0.07067371202113606,-0.24681535667107002,2001/9
0,,0.09938903394255874,0.827402959094865,0.07320278503046126,-0.16371952422396285,2001/10
0,,0.08813442822384428,0.8355769464720194,0.07629744525547445,-0.0640956204379562,2001/11
0,,0.08402620353443023,0.838322364411944,0.07763833028641072,-0.03639070688604509,2001/12
0,,0.08424034334763948,0.8448771871904919,0.07087652690656983,-0.055297788048861006,2002/1
0,,0.08397905181918412,0.8431804483645718,0.07282469680264608,-0.0673271591326718,2002/2
0,,0.08662053097345132,0.8383713274336283,0.07500106194690266,-0.051304566371681425,2002/3
0,,0.08468458884416331,0.8469309948246118,0.0683852788959172,-0.08677167912593445,2002/4
0,,0.08233289731850883,0.8439931327665141,0.07368378024852845,-0.053126716808371485,2002/5
0,,0.08761504424778761,0.8378110959836623,0.07457488087134105,-0.061457215793056505,2002/6
0,,0.0848273257809818,0.8400065224854102,0.07516134569172674,-0.016097047717130105,2002/7
0,,0.08107100175746924,0.8446695957820738,0.07424850615114237,-0.01967332161687171,2002/8
0,,0.08696383597029383,0.839048111075234,0.0740012915724895,-0.05007345818534065,2002/9
0,,0.08684049264043256,0.8367656954040253,0.07638690297386602,-0.04382559327125263,2002/10
0,,0.08369138529504574,0.8342432944146418,0.08205995582202588,0.01778204480908804,2002/11
0,,0.08384720794792737,0.8360113052415211,0.08013977389516957,0.004088078108941415,2002/12
0,,0.08408672839506173,0.8344074074074076,0.081504012345679,-0.00024274691358025025,2003/1
0,,0.09165001570845115,0.8301602262016965,0.07819541313226516,-0.06841369776939993,2003/2
0,,0.10241888072357264,0.8233287167891464,0.07424505370265685,-0.17912433578292822,2003/3
0,,0.09560367751060822,0.8283043847241865,0.07608769448373408,-0.10134574257425744,2003/4
0,,0.08311810052420598,0.8408313290163428,0.07605642923219241,-0.02004643848288622,2003/5
0,,0.08141450432468396,0.8366337325349302,0.08194377910844977,0.03129367930805056,2003/6
0,,0.08197687262685537,0.8368919571971005,0.08111563686572316,0.01899986192613048,2003/7
0,,0.08536173285198558,0.8363202166064981,0.07831046931407942,-0.0009463176895306839,2003/8
0,,0.08201250893495354,0.8424739099356684,0.07551465332380272,-0.006232201572551819,2003/9
0,,0.0773452899765337,0.8421220248072411,0.08054341267180691,0.04451666107945022,2003/10
0,,0.08128748231966054,0.8402277227722773,0.07848974540311174,0.01662659123055162,2003/11
0,,0.0818314527503526,0.8403593088857546,0.07781629055007053,0.017832686882933713,2003/12
0,,0.07653068836893863,0.8473886063072227,0.07608579179382842,0.0293305527297389,2004/1
0,,0.07976753155680225,0.8439007713884993,0.07631872370266479,0.013159291725105191,2004/2
0,,0.08873536460116398,0.8389804861348853,0.07227627524820267,-0.05591365970558028,2004/3
0,,0.0834597495527728,0.839572450805009,0.07698211091234347,-0.014584865831842575,2004/4
0,,0.08938679583781843,0.8370287047003947,0.07358701112307141,-0.0619653749551489,2004/5
0,,0.08517230215827339,0.8377356115107912,0.07708489208633093,-0.014164136690647477,2004/6
0,,0.07918557399254995,0.8425489332881817,0.0782624449712157,0.025792075855062654,2004/7
0,,0.07966594750089895,0.8454893923049263,0.0744940668824164,-0.0025225098885293053,2004/8
0,,0.08046809962470147,0.8430829068577278,0.07610098942340499,0.004652644148754692,2004/9
0,,0.0854053370786517,0.8342435393258427,0.07978932584269663,0.00769806179775281,2004/10
0,,0.07971489817792068,0.8386027152554483,0.08058770989639157,0.038357163272597354,2004/11
0,,0.07829163582531458,0.8421698741672834,0.0795181347150259,0.03270022205773501,2004/12
0,,0.09166478454680535,0.8241765230312037,0.084162852897474,0.02963824665676077,2005/1
0,,0.08799572790009859,0.8336414722313507,0.07803121919158726,0.02447729214590864,2005/2
0,,0.09479888432178508,0.8287748091603053,0.07642748091603054,-0.012453875513799178,2005/3
0,,0.09075767918088738,0.833255403868032,0.07570477815699658,0.005781939704209327,2005/4
0,,0.09730189228529841,0.8237883551673943,0.07832314410480348,-0.014603464337700146,2005/5
0,,0.09960957696827263,0.8242970035252645,0.07608960047003525,-0.02983199177438307,2005/6
0,,0.10122687094873306,0.8212059516794343,0.07757395403653507,-0.020655951679434296,2005/7
0,,0.09871824550715808,0.8259308559244594,0.07535607675906184,-0.037447304294852275,2005/8
0,,0.10124711453092632,0.8256105356614384,0.07225895235276708,-0.06474800236756437,2005/9
0,,0.09199131476489966,0.8257044025157233,0.08111320754716983,0.009934890685834079,2005/10
0,,0.098208959711365,0.825403187011425,0.07608929645219482,-0.017246662657847266,2005/11
0,,0.09704895541004054,0.8271914561895852,0.07451824134705333,-0.012532023698160276,2005/12
0,,0.09563733719247468,0.8279421128798842,0.07526512301013025,0.006322315484804633,2006/1
0,,0.10467155612244898,0.8214164540816327,0.07233163265306122,-0.030972576530612243,2006/2
0,,0.08509625444653693,0.8403350073237079,0.07373320778405525,0.025849382716049384,2006/3
0,,0.09042351046698872,0.835499194847021,0.07347141706924315,-0.004476409017713363,2006/4
0,,0.07650270270270271,0.8445387387387389,0.07794994994994997,0.03243181181181182,2006/5
0,,0.0775297986844728,0.8434929240582021,0.07818935618895755,0.028214670121586606,2006/6
0,,0.07759686192468619,0.8456460251046024,0.07571255230125523,0.01895248953974895,2006/7
0,,0.0845594122657581,0.8414022572402045,0.07404620954003407,-0.038351554514480406,2006/8
0,,0.07850264343058547,0.846181319757196,0.07511552770706872,0.00668727237125514,2006/9
0,,0.07474328657314629,0.8476831663326652,0.07718416833667335,0.03779048096192385,2006/10
0,,0.07564931294755178,0.8441101219276176,0.07966227985291272,0.06992750145151926,2006/11
0,,0.07495328947368422,0.8471859649122807,0.07698179824561403,0.04709120614035088,2006/12
0,,0.07297587218780567,0.8496067818715357,0.07578284969025105,0.052840886860123906,2007/1
0,,0.07526426205373574,0.8485572322414429,0.07544644828855356,0.038031505336768495,2007/2
0,,0.0747648005148005,0.8499025096525098,0.07309073359073358,0.02808140283140283,2007/3
0,,0.07127502494180246,0.8561074160292649,0.07195976055869636,0.04355553708014633,2007/4
0,,0.07482398512550356,0.8495847536411529,0.07312333436628449,0.03529625038735668,2007/5
0,,0.06852402450822316,0.8569080941631732,0.0736081909061593,0.06482476620445018,2007/6
0,,0.0708554480174836,0.853099281923197,0.0744907898844833,0.05103331251951296,2007/7
0,,0.07571134020618557,0.85102706185567,0.07326353092783505,0.011319007731958765,2007/8
0,,0.07204909983633388,0.849627495908347,0.0779950900163666,0.049463142389525365,2007/9
0,,0.06654321678321679,0.8516537062937064,0.08152727272727274,0.088981006993007,2007/10
0,,0.07264393705646406,0.8460033940141931,0.08135637149028078,0.06428016044430732,2007/11
0,,0.07276366843033509,0.8510808348030572,0.07614050558495002,0.034593503821281596,2007/12
0,,0.06960983288931945,0.8549634294017923,0.07542407362557521,0.062078106078953754,2008/1
0,,0.07497494172494172,0.8467875874125874,0.07823921911421913,0.04268079836829837,2008/2
0,,0.07304988399071925,0.8539124129930394,0.07303103248259861,0.01630046403712297,2008/3
0,,0.06910205155181483,0.856832719621252,0.07405891635981063,0.047196081009994735,2008/4
0,,0.07053146659273635,0.855024951483227,0.07442694760188523,0.04021912947047408,2008/5
0,,0.0706069172932331,0.8558772932330827,0.07351187969924812,0.030857593984962406,2008/6
0,,0.06986388221153847,0.8528497596153846,0.07727674278846154,0.05313239182692308,2008/7
0,,0.06986082634358497,0.8564923889406648,0.07363746505125815,0.03468819509164337,2008/8
0,,0.07527338905365329,0.850991102723106,0.07372984631976276,0.006499730385548665,2008/9
0,,0.07948995098039215,0.8419340686274509,0.07858112745098039,-0.0063191911764705865,2008/10
0,,0.07299506244554169,0.850173685739181,0.07682892826023816,0.038408742375835025,2008/11
0,,0.07909938837920488,0.8427238532110093,0.0781776758409786,0.009484342507645257,2008/12
0,,0.07478960328317373,0.8517595075239398,0.07345526675786593,0.003905362517099861,2009/1
0,,0.07716309138995005,0.8469321187187775,0.07590302674111078,0.0039519835439318285,2009/2
0,,0.07258945136496157,0.8494041876490855,0.07800821627352239,0.044305539358600585,2009/3
0,,0.0753532045899804,0.8479493422893928,0.07668961656870976,0.012312594458438285,2009/4
0,,0.07515264074289031,0.8455615206035983,0.07929077190946024,0.040703017991874646,2009/5
0,,0.070323951141795,0.8509543281996814,0.07871906532129581,0.06682185342538503,2009/6
0,,0.07176770691994573,0.8477069199457259,0.08052021709633651,0.060742659430122116,2009/7
0,,0.07316360403082396,0.8496727919383522,0.07716478956727921,0.04197228808535863,2009/8
0,,0.07049644178764589,0.8507933390264731,0.07872245943637916,0.06272587532023911,2009/9
0,,0.07107955449482896,0.8506093874303898,0.07830522407849376,0.041450066295412355,2009/10
0,,0.07211254890159494,0.8505943424616311,0.0772894974420704,0.0444405356605477,2009/11
0,,0.07142359484777518,0.8444812646370022,0.084086943793911,0.08502558548009369,2009/12
0,,0.07407321618743344,0.8471017039403621,0.07881389776357828,0.03278453141640043,2010/1
0,,0.07318444576877235,0.8491543504171634,0.0776504767580453,0.03338861740166865,2010/2
0,,0.07174446786090621,0.8468292939936776,0.08142334035827185,0.06232099578503687,2010/3
0,,0.07521273748996521,0.8475814824725717,0.07721380786727322,0.012859887610382656,2010/4
0,,0.07939612188365651,0.8447326869806094,0.07586481994459834,-0.008832022160664817,2010/5
0,,0.07440095666854249,0.8471426561620709,0.07845329206527855,0.03309344400675296,2010/6
0,,0.07582278481012658,0.8442679324894514,0.07959975889089814,0.029570102471368296,2010/7
0,,0.074707353827607,0.8462127787823992,0.07878812537673296,0.02783203737191079,2010/8
0,,0.07169423412929528,0.8514758299359347,0.07682585905649389,0.03501485148514851,2010/9
0,,0.07055840000000001,0.8489554666666667,0.08049093333333333,0.061032640000000006,2010/10
0,,0.07173160305343511,0.8476842748091603,0.08057312977099235,0.05498946564885497,2010/11
0,,0.07896996587030716,0.8391996587030717,0.08181569965870307,0.020688395904436857,2010/12
0,,0.0745360561582642,0.8495456285896616,0.07591161455009572,0.023676164645820036,2011/1
0,,0.07911115056818183,0.8455816761363638,0.07529083806818182,-0.018348650568181822,2011/2
0,,0.08426048565121413,0.8423875748975087,0.07333774834437086,-0.04809419741406496,2011/3
0,,0.08450819124038783,0.8412146439317953,0.0742855232363758,-0.04712641257104648,2011/4
0,,0.08124034053700066,0.8427904387688278,0.0759656188605108,-0.019751244269810085,2011/5
0,,0.0840996272450017,0.8390264317180617,0.07687394103693664,-0.02520928498813961,2011/6
0,,0.08828001412429379,0.8361514830508474,0.07557026836158193,-0.06490625,2011/7
0,,0.0887773519163763,0.8364233449477352,0.07479581881533101,-0.0543680487804878,2011/8
0,,0.08343007915567281,0.8387509894459104,0.07781662269129287,-0.021287961741424805,2011/9
0,,0.08169381313131313,0.8391584595959595,0.07914488636363637,-0.008377051767676768,2011/10
0,,0.08499219810040706,0.8374643826322932,0.07754409769335141,-0.027766282225237447,2011/11
0,,0.08124660194174757,0.8388443365695792,0.07989417475728156,0.004983365695792877,2011/12
0,,0.07153667516284339,0.8525278957802321,0.07594137638062871,0.04275060889266497,2012/1
0,,0.07551569365976145,0.8445988700564971,0.07987790332705587,0.025880979284369117,2012/2
0,,0.07595085344320189,0.8438357857563273,0.0802110064743967,0.03728131253678634,2012/3
0,,0.0739688535453943,0.8456752816434725,0.08035520212060968,0.0456085155732273,2012/4
0,,0.07556093023255812,0.8466821705426357,0.07774976744186048,0.015632434108527132,2012/5
0,,0.07580761654629022,0.8404097176625082,0.0837816808929744,0.053544320420223245,2012/6
0,,0.0769365632624608,0.8465249215754619,0.07653398396653888,0.010936911815963754,2012/7
0,,0.07634489465153972,0.8478239870340357,0.07583371150729336,-0.0020946839546191268,2012/8
0,,0.07454795918367346,0.8509768707482993,0.07447006802721089,0.013457074829931973,2012/9
0,,0.07550369458128078,0.8491970443349753,0.07529371921182267,0.012008713054187188,2012/10
0,,0.07727773851590107,0.8433685512367491,0.07935265017667845,0.013368268551236746,2012/11
0,,0.08568778625954199,0.8363725190839694,0.07794312977099237,-0.020549045801526715,2012/12
0,,0.08393479014915019,0.8387107180020811,0.07734998265695456,-0.018998785986819283,2013/1
0,,0.08265179910044979,0.8381349325337332,0.07920839580209896,-0.006268740629685161,2013/2
0,,0.08268947943210775,0.840174736075719,0.07713614852566436,-0.01057870404077175,2013/3
0,,0.0840994495412844,0.8354759633027523,0.08043155963302752,-0.005132954128440368,2013/4
0,,0.08278870605833957,0.8415531039640988,0.07565370231862378,-0.013296297681376213,2013/5
0,,0.0780067891373802,0.845327875399361,0.07664936102236422,0.012661980830670924,2013/6
0,,0.0819161943319838,0.8401643724696357,0.07791578947368422,-0.0028168825910931156,2013/7
0,,0.08493421052631579,0.8385460526315789,0.07651409774436091,-0.039028007518796995,2013/8
0,,0.08178052874527907,0.8409152328997063,0.07730130088124214,-0.0018728073856483392,2013/9
0,,0.07976470588235295,0.8401954694921446,0.08002155644866642,0.01629291194738765,2013/10
0,,0.08042094284522319,0.8355043804755945,0.08406633291614518,0.032978973717146434,2013/11
0,,0.07823086900129703,0.839,0.08275529615218331,0.035457111975789025,2013/12
0,,0.07707221350078493,0.8420137362637363,0.08091522762951334,0.039277001569858715,2014/1
0,,0.07897393992932862,0.8406329505300353,0.08039222614840989,0.02135446113074205,2014/2
0,,0.08031456094849945,0.8407006298629122,0.07897628751389404,-0.0018817710263060409,2014/3
0,,0.07934648628335213,0.8391661029688088,0.08147763998496806,0.023822735813603904,2014/4
0,,0.08057318952234206,0.8429510785824345,0.0764753466872111,-0.002780431432973806,2014/5
0,,0.0812772466539197,0.8396887189292543,0.0790470363288719,-0.005095258126195028,2014/6
0,,0.08202813599062134,0.8403028526768269,0.07766432200078155,-0.009253419304415795,2014/7
0,,0.08462473071951744,0.8427845756139595,0.07259844894442051,-0.06642253339077983,2014/8
0,,0.07655271798613646,0.8423031740240787,0.08114045968624589,0.018184859540313757,2014/9
0,,0.07751377633711506,0.8428897893030793,0.07926936790923826,0.019248136142625608,2014/10
0,,0.07671884498480243,0.8420634498480242,0.08123784194528874,0.035189285714285715,2014/11
0,,0.08613457798521977,0.833155581485803,0.0807078957604045,-0.032691092959937766,2014/12
0,,0.08417347756410257,0.8413653846153847,0.0744599358974359,-0.03389362980769231,2015/1
0,,0.0809129840546697,0.8412765375854214,0.07780728929384965,-0.013839179954441916,2015/2
0,,0.08158809428685578,0.8449113064322813,0.07349940071913703,-0.035087574910107874,2015/3
0,,0.08551631557207766,0.8391342420487401,0.07535150764147046,-0.042388145394465095,2015/4
0,,0.08199155761924863,0.8459020683832841,0.07212241452089489,-0.03456023638666104,2015/5
0,,0.08426754205990973,0.8410176446450554,0.07471358227328682,-0.04019347558473533,2015/6
0,,0.08187586471944658,0.8429177555726364,0.07481706379707917,-0.0374706764027671,2015/7
0,,0.08810233393177738,0.8414012567324954,0.07049102333931777,-0.08302329443447037,2015/8
0,,0.07958594067452254,0.8460837058106461,0.07432710280373832,-0.016723852092645264,2015/9
0,,0.08452131852382659,0.8416363310641347,0.07383984235041204,-0.049725510569688276,2015/10
0,,0.09062819956616051,0.8349266811279826,0.07445683297180043,-0.06879574837310194,2015/11
0,,0.09004433696090286,0.8383563079403464,0.07158403869407497,-0.09337972591696896,2015/12
0,,0.08435257475083056,0.8454613787375416,0.07019186046511627,-0.06354916943521596,2016/1
0,,0.0830751371886872,0.8392321654706627,0.07768172224567328,-0.013897425073870833,2016/2
0,,0.08688832271762209,0.8366152866242038,0.07647898089171974,-0.039569384288747345,2016/3
0,,0.0843283160865475,0.842763875823142,0.0729035747883349,-0.05439280338664158,2016/4
0,,0.08814604077761973,0.8418131816026553,0.07004504504504504,-0.07661142721669037,2016/5
0,,0.09770472837022134,0.8295276659959759,0.07276559356136822,-0.11469376257545272,2016/6
0,,0.09291893180734383,0.8348869814020029,0.07218407248450168,-0.0917969003338102,2016/7
0,,0.09329051266941661,0.8391231585150265,0.06756923983500294,-0.1277430760164997,2016/8
0,,0.08593555203380876,0.8399218172213417,0.07415372424722662,-0.05369424194400423,2016/9
0,,0.08810706638115631,0.8377553533190579,0.0741338329764454,-0.07742708779443255,2016/10
0,,0.08064273881833242,0.8417868580894534,0.07756212037548316,-0.01253125345113198,2016/11
0,,0.09091890280262374,0.8309934406678593,0.07807811568276685,-0.055611508646392374,2016/12
0,,0.08510456475583864,0.8379946921443737,0.0769023354564756,-0.021548354564755845,2017/1
0,,0.0881626468769326,0.8362850958565243,0.0755448361162647,-0.057320717377860236,2017/2
0,,0.0881634565330557,0.835773034877668,0.07604893284747528,-0.058837532535137946,2017/3
0,,0.09289756944444445,0.833072337962963,0.07402372685185185,-0.0783263310185185,2017/4
0,,0.08790923566878982,0.8382436305732484,0.07384607218683652,-0.047561889596602965,2017/5
0,,0.09635874439461883,0.8269125560538116,0.07672421524663678,-0.07729826233183855,2017/6
0,,0.08708373786407768,0.8359981796116505,0.0769253640776699,-0.05660782766990291,2017/7
0,,0.10121934369602763,0.8272970639032814,0.07147668393782383,-0.15309735175590097,2017/8
0,,0.0878577612863327,0.839678416821274,0.0724495980210266,-0.07748707482993199,2017/9
0,,0.09608133411351667,0.8320807489760094,0.07183323581041545,-0.12022662375658279,2017/10
0,,0.092809009009009,0.8340234234234235,0.07315135135135135,-0.0899445045045045,2017/11
0,,0.09011684958037444,0.8320277598450614,0.07783602324080052,-0.0503468689477082,2017/12
0,,0.08742992424242424,0.8351041666666665,0.0774703282828283,-0.03273825757575758,2018/1
0,,0.09692365887207702,0.8273115543328748,0.07577441540577717,-0.10022847317744155,2018/2
0,,0.09529072532699168,0.8325077288941736,0.07220868014268729,-0.12177615933412603,2018/3
0,,0.10206619078520443,0.8268286826735886,0.07111940298507463,-0.16358663205710577,2018/4
0,,0.09294762191450935,0.8361583383503913,0.0708783865141481,-0.11909223359422035,2018/5
0,,0.08594758784991066,0.8344169148302562,0.07963251935675998,-0.026048123883263847,2018/6
0,,0.09604920127795527,0.829164856230032,0.07477507987220447,-0.09301226837060701,2018/7
0,,0.09585927770859277,0.8334732254047322,0.0706444582814446,-0.11872858032378579,2018/8
0,,0.09577186061801446,0.8306351084812623,0.07358579881656806,-0.10536265614727154,2018/9
0,,0.09522366930917327,0.8290696489241223,0.07568969422423556,-0.09301143827859569,2018/10
0,,0.09003936109526525,0.8358551055333713,0.07409925841414716,-0.07927701083856246,2018/11
0,,0.09754301445285615,0.826927047487956,0.07551686166551962,-0.11887949070887818,2018/12
0,,0.09179785894206549,0.837448362720403,0.07075755667506298,-0.10470680100755668,2019/1
0,,0.09378053977272728,0.8332457386363636,0.07298011363636364,-0.11395021306818182,2019/2
0,,0.10028461081402258,0.8248978015448603,0.07481818181818183,-0.12342780748663103,2019/3
0,,0.09370859277708592,0.8325635118306353,0.07373287671232877,-0.08418206724782067,2019/4
0,,0.09294844720496893,0.8321111801242237,0.07493167701863356,-0.0963654658385093,2019/5
0,,0.09103773584905661,0.8348667072428484,0.07409555690809494,-0.09698995739500912,2019/6
0,,0.09663126491646779,0.8307547732696897,0.07261694510739856,-0.11235363961813842,2019/7
0,,0.10268295904887714,0.8251512549537648,0.07218295904887716,-0.16509088507265524,2019/8
0,,0.08735301507537689,0.838003768844221,0.0746394472361809,-0.08079912060301508,2019/9
0,,0.09376492537313434,0.8378694029850746,0.06836620469083156,-0.13675959488272924,2019/10
0,,0.08861937716262976,0.8417491349480968,0.06960207612456747,-0.07567450980392158,2019/11
0,,0.09197480106100796,0.8368852785145889,0.07047546419098144,-0.10758965517241378,2019/12
0,,0.09695229982964225,0.8349608177172061,0.06809085746734811,-0.15644855195911414,2020/1
0,,0.09415673420738975,0.8319213349225267,0.07392431466030991,-0.1039030989272944,2020/2
0,,0.09088979370249729,0.8350971769815418,0.07401465798045603,-0.10244234527687297,2020/3
0,,0.08801810747663552,0.8434556074766354,0.06853271028037385,-0.11476343457943927,2020/4
0,,0.09617986494782074,0.8352486187845303,0.06856967464702271,-0.13253848987108655,2020/5
0,,0.0954410740924913,0.8432923918448533,0.061263053207359516,-0.17957250124316257,2020/6
0,,0.08961836734693877,0.8454311224489796,0.06493877551020408,-0.13900535714285717,2020/7
0,,0.07740972871842844,0.8542174929840973,0.0683709073900842,-0.039416463985032735,2020/8
0,,0.08963249516441006,0.8366131528046422,0.0737495164410058,-0.07933317214700192,2020/9
0,,0.07717833398513883,0.8536429409464216,0.06917637856863512,-0.028172428627297616,2020/10
0,,0.06165012319605773,0.8780404787046814,0.06030587821189722,0.007647272087293207,2020/11
0,,0.08298799781778506,0.8433186033824331,0.07368357883251501,-0.03929388979814512,2020/12
0,,0.06103963287442637,0.9067419691280768,0.03221422611597831,-0.1568826449728828,2021/1
0,,0.09080634920634922,0.839095238095238,0.06956243386243385,-0.11352042328042329,2021/2
0,,0.0907265700483092,0.8419101449275362,0.06736570048309179,-0.10133458937198069,2021/3
0,,0.09252093718843468,0.8377736789631107,0.06969990029910268,-0.1290940677966102,2021/4
0,,0.09167121046892039,0.8385376226826609,0.0697824427480916,-0.11762175572519083,2021/5
0,,0.08473830250272037,0.8399494015233949,0.0753025027203482,-0.04057295973884658,2021/6
0,,0.09173212321232123,0.8418146314631463,0.06643894389438944,-0.12869532453245325,2021/7
0,,0.09082043879907623,0.8442736720554272,0.06490993071593534,-0.12939751732101615,2021/8
0,,0.08390479041916167,0.8488437125748503,0.06725808383233532,-0.07575017964071856,2021/9
0,,0.08852567975830815,0.8395848942598186,0.07189003021148035,-0.07384779456193354,2021/10
0,,0.08654595588235293,0.8462401960784314,0.0672015931372549,-0.10019761029411764,2021/11
0,,0.089884375,0.8444906249999999,0.065625,-0.12557456250000001,2021/12
0,,0.09102827763496144,0.8397101542416452,0.06926799485861183,-0.11048939588688947,2022/1
0,,0.09345877910635618,0.8377161736941472,0.06882504719949654,-0.12249056010069226,2022/2
0,,0.09772378378378378,0.8347508108108108,0.06750648648648648,-0.1784018918918919,2022/3
0,,0.0961904761904762,0.8357123287671232,0.06811154598825832,-0.15677521200260927,2022/4
0,,0.08099342105263159,0.8567532894736842,0.06225712719298245,-0.09691940789473684,2022/5
0,,0.08320440402106272,0.8549325035902345,0.061859262805169936,-0.11303188128291049,2022/6
0,,0.09622558537978297,0.836646487721302,0.06712278697886923,-0.1687,2022/7
0,,0.08139979497693492,0.8571163505894412,0.06148077908764736,-0.10182193746796515,2022/8
0,,0.09323427471116817,0.836379974326059,0.07039345314505777,-0.12607323491655967,2022/9
